Date,Car,Year,Price,Mileage,Location,URL
05/03/21,Mazda MX-5 Miata Grand Touring,2006,"$8,990","120,195 mi.","Michigan City, IN(63 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845463611/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2016,"$26,991","30,329 mi.","Brookfield, WI(67 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845462864/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2013,"$21,590","24,930 mi.","Franklin, WI(55 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845243499/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata,2006,"$12,908","51,605 mi.","Madison, WI(98 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845126357/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Club,2019,"$27,991","14,106 mi.","Brookfield, WI(67 mi. from 60004)",https://www.cars.com/vehicledetail/detail/843373810/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Club,2016,"$24,991","8,148 mi.","Brookfield, WI(67 mi. from 60004)",https://www.cars.com/vehicledetail/detail/842935390/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2008,"$12,991","74,818 mi.","Brookfield, WI(67 mi. from 60004)",https://www.cars.com/vehicledetail/detail/842816917/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata RF Club,2017,"$26,483","6,964 mi.","Jefferson, WI(76 mi. from 60004)",https://www.cars.com/vehicledetail/detail/842573718/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2008,"$13,981","73,423 mi.","Mishawaka, IN(98 mi. from 60004)",https://www.cars.com/vehicledetail/detail/841574852/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata RF Grand Touring,2017,"$25,991","37,915 mi.","Brookfield, WI(67 mi. from 60004)",https://www.cars.com/vehicledetail/detail/840005829/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2015,"$16,844","68,435 mi.","Milwaukee, WI(67 mi. from 60004)",https://www.cars.com/vehicledetail/detail/839316241/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Club,2017,"$26,483","6,964 mi.","Jefferson, WI(76 mi. from 60004)",/vehicle/carsoup/4001/JM1NDAL77H0104263-4001
05/03/21,Mazda MX-5 Miata Grand Touring,2021,"$33,490",N/A,"Minnetonka, MN(335 mi. from 60004)",/vehicle/carsoup/70/JM1NDAD74M0453745-70
05/03/21,Mazda MX-5 Miata Grand Touring,2021,"$33,510",N/A,"Minnetonka, MN(335 mi. from 60004)",/vehicle/carsoup/70/JM1NDAD73M0455180-70
05/03/21,Mazda MX-5 Miata Grand Touring,2017,"$27,998","17,397 mi.","White Bear Lake, MN(323 mi. from 60004)",/vehicle/carsoup/37271/JM1NDAM7XH0106927-37271
05/03/21,Mazda MX-5 Miata Grand Touring,2021,"$35,820",N/A,"White Bear Lake, MN(323 mi. from 60004)",/vehicle/carsoup/37271/JM1NDAM71M0456764-37271
05/03/21,Mazda MX-5 Miata Grand Touring,2020,"$29,899","4,549 mi.","Chicago, IL(24 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NDAM71L0412973/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Club,2019,"$29,295","12,367 mi.","Barrington, IL(8 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NDAL70K0304702/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Club,2019,"$31,899","2,364 mi.","Chicago, IL(24 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NDAC79K0311521/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Club,2019,"$31,287","12,125 mi.","Bensenville, IL(10 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NDAL78K0307590/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Grand Touring,2018,"$25,988","4,153 mi.","Willowbrook, IL(20 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NDAD71J0204931/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Grand Touring,2016,"$23,999","13,417 mi.","Chicago, IL(24 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NDAD7XG0109129/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Club,2016,N/A,"26,811 mi.","Downers Grove, IL(21 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NDAC7XG0116535/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Grand Touring,2008,N/A,"111,707 mi.","Evanston, IL(16 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NC25F180153620/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Grand Touring,2006,"$15,880","31,414 mi.","Burr Ridge, IL(20 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NC25F660102627/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Sport,2017,"$21,930","36,402 mi.","Bensenville, IL(10 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NDAB77H0120691/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Grand Touring,2014,"$19,395","22,733 mi.","Glendale Heights, IL(13 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NC2PF6E0234041/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Grand Touring,2018,"$27,989","11,565 mi.","Valparaiso, IN(64 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NDAD77J0205436/?referrer_id=autotempest
05/03/21,Mazda MX-5 Miata Grand Touring,2015,"$16,844","68,435 mi.","Milwaukee, WI(67 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JM1NC2PF9F0240000/?referrer_id=autotempest
