Date,Car,Year,Price,Mileage,Location,URL
03/11/21,Lexus IS 350 F Sport,2017,"$25,837","65,597 mi.","Riverside, CA(1689 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D2XH5028705/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$31,591","13,319 mi.","Henderson, NV(1504 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D25H5028692/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$31,999","37,600 mi.","Seattle, WA(1710 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D29J5031735/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$34,895","16,932 mi.","San Antonio, TX(1052 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D21J5033415/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$36,573","16,150 mi.","Phoenix, AZ(1438 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D24J5032002/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$36,590","15,455 mi.","Baton Rouge, LA(824 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D27J5031684/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$33,990","31,909 mi.","Marietta, GA(593 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D22J5032323/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$23,966","57,782 mi.","Arlington, VA(613 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHCE1D27H5013096/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$32,941","22,318 mi.","Austin, TX(981 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D2XJ5032120/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$37,517","25,508 mi.","San Antonio, TX(1052 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D23J5031763/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$38,991","34,860 mi.","Scottsdale, AZ(1421 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D23J5031617/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$31,990","27,347 mi.","San Antonio, TX(1052 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D28J5031631/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$30,999","35,238 mi.","Orlando, FL(1009 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D26J5033555/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$37,000","32,486 mi.","Lindon, UT(1237 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHCZ1D29J5014633/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$33,998","6,474 mi.","Concord, NC(610 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D29H5030087/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$34,987","29,007 mi.","Odessa, TX(1061 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D27H5031450/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$32,837","58,650 mi.","Riverside, CA(1689 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D23J5032444/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$28,444","52,139 mi.","Culver City, CA(1735 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D20H5031483/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$35,987","28,267 mi.","Viera, FL(1053 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D26J5031823/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2020,"$43,388","6,913 mi.","Sarasota, FL(1065 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHGZ1B29L5035974/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2020,"$42,631","9,327 mi.","Towson, MD(623 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHGZ1E2XL5017849/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2020,N/A,"4,700 mi.","Pembroke Pines, FL(1196 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHGZ1B25L5036135/?referrer_id=autotempest
03/11/21,Lexus IS 350 F SPORT,2021,"$44,998","3,105 mi.","Pembroke Pines, FL(1196 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHGZ1B26M5038137/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$32,978","28,681 mi.","Tampa, FL(1025 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D22H5029864/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$31,388","30,438 mi.","North Miami, FL(1211 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D24H5031468/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$26,500","65,911 mi.","Manassas, VA(598 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHCE1D2XH5013917/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$32,495","36,880 mi.","San Antonio, TX(1052 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D27H5028919/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$28,799","53,346 mi.","Santa Ana, CA(1713 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D22H5031100/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$32,499","15,045 mi.","Orlando, FL(1009 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D28H5030307/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$29,999","37,290 mi.","Orlando, FL(1009 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHCE1D20H5013876/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$29,999","34,565 mi.","West Palm Beach, FL(1150 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D2XH5029630/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2017,"$30,998","36,427 mi.","Orlando, FL(1009 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D26H5030872/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$36,499","30,492 mi.","Plano, TX(787 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHBZ1D29J5033730/?referrer_id=autotempest
03/11/21,Lexus IS 350 F Sport,2018,"$32,201","36,519 mi.","Westminster, MD(599 mi. from 60004)",https://www.truecar.com/used-cars-for-sale/listing/JTHCZ1D23J5015647/?referrer_id=autotempest
